"id","name","inves","ret","color"
541,"大蚊","双翅目","S10","#5faf00"
542,"石蚕蛾","鳞翅目","L413","#5faf5f"
543,"短丝蜉","蜉蝣目","FY2","#5faf87"
544,"黑翅土白蚁","膜翅目","MO9","#5fafaf"
546,"大牙甲","鞘翅目","Q81","#5fafd7"
547,"斜波带尺蛾","鳞翅目","L414","#5fafff"
548,"芫天牛","鞘翅目","Q82","#5fd700"
549,"巨扒尺蛾","鳞翅目","L415","#5fd75f"
550,"短栉夜蛾","鳞翅目","L416","#5fd787"
551,"三色星灯蛾","鳞翅目","L417","#5fd7af"
552,"豆蚀叶野螟","鳞翅目","L418","#5fd7d7"
553,"日月猎蝽","半翅目","B63","#5fd7ff"
554,"基斑角须野螟蛾","鳞翅目","L419","#5fff00"
555,"纶夜蛾属","鳞翅目","L420","#5fff5f"
556,"犁纹黄夜蛾","鳞翅目","L421","#5fff87"
557,"卷裙夜蛾","鳞翅目","L422","#5fffaf"
558,"绿缺口尺蛾","鳞翅目","L423","#5fffd7"
559,"红角线尺蛾","鳞翅目","L424","#5fffff"
560,"款冬玉米螟","鳞翅目","L425","#870000"
561,"深脉网苔蛾","鳞翅目","L426","#87005f"
562,"火红环角野螟","鳞翅目","L427","#870087"
563,"三角尺蛾","鳞翅目","L428","#8700af"
564,"散纹夜蛾","鳞翅目","L429","#8700d7"
565,"银斑砌石瘤蛾","鳞翅目","L430","#8700ff"
566,"猎夜蛾","鳞翅目","L431","#875f00"
567,"拐弯美苔蛾","鳞翅目","L432","#875f5f"
568,"黄臀灯蛾","鳞翅目","L433","#875f87"
569,"双肩尺蛾","鳞翅目","L434","#875faf"
570,"花径绿纹蝗","直翅目","Z10","#875fd7"
571,"白钩小卷蛾","鳞翅目","L435","#875fff"
572,"槐羽舟蛾","鳞翅目","L436","#878700"
573,"油茶织蛾","鳞翅目","L437","#87875f"
574,"油茶尺蠖","鳞翅目","L438","#878787"
576,"京绿彩丽金龟","鞘翅目","Q83","#8787af"
577,"黄灰佳苔蛾","鳞翅目","L439","#8787d7"
578,"桑天牛","鞘翅目","Q84","#8787ff"
579,"乌闪网苔蛾","鳞翅目","L440","#87af00"
580,"黄连木金星尺蛾","鳞翅目","L441","#87af5f"
581,"红星雪灯蛾","鳞翅目","L442","#ff0000"
582,"盐肤木黑条螟","鳞翅目","L443","#87afaf"
583,"头橙荷苔蛾","鳞翅目","L444","#87afd7"
584,"淡剑贪夜蛾","鳞翅目","L445","#87afff"
585,"幻带黄毒蛾","鳞翅目","L446","#87d700"
586,"角翅舟蛾","鳞翅目","L447","#87d75f"
587,"桃剑纹夜蛾","鳞翅目","L448","#87d787"
588,"暗逸夜蛾","鳞翅目","L449","#87d7af"
589,"白蜡卷叶野螟","鳞翅目","L450","#87d7d7"
590,"波尺蛾","鳞翅目","L451","#87d7ff"
591,"菜螟","鳞翅目","L452","#87ff00"
592,"超桥夜蛾","鳞翅目","L453","#87ff5f"
593,"淡银纹夜蛾","鳞翅目","L454","#87ff87"
594,"瓜夜蛾","鳞翅目","L455","#87ffaf"
595,"红粘夜蛾","鳞翅目","L456","#87ffd7"
596,"红棕灰夜蛾","鳞翅目","L457","#87ffff"
597,"黄夜蛾","鳞翅目","L458","#af0000"
598,"角斑台毒蛾","鳞翅目","L459","#af005f"
599,"丽毒蛾","鳞翅目","L460","#af0087"
600,"曲线奴夜蛾","鳞翅目","L461","#af00af"
601,"三纹啮叶野螟","鳞翅目","L462","#af00d7"
602,"桑尺蛾","鳞翅目","L463","#af00ff"
603,"石榴巾夜蛾","鳞翅目","L464","#af5f00"
604,"银白冬夜蛾","鳞翅目","L465","#af5f5f"
605,"长尾管蚜蝇","双翅目","S11","#af5f87"
606,"中桥夜蛾","鳞翅目","L466","#af5faf"
607,"茶色地老虎","鳞翅目","L467","#af5fd7"
608,"茶色夜蛾","鳞翅目","L468","#af5fff"
609,"齿美冬夜蛾","鳞翅目","L469","#af8700"
610,"钩尾夜蛾","鳞翅目","L470","#af875f"
611,"蒿冬夜蛾","鳞翅目","L471","#af8787"
612,"胡桃豹夜蛾","鳞翅目","L472","#af87af"
613,"棘刺夜蛾","鳞翅目","L473","#af87d7"
614,"枯叶夜蛾","鳞翅目","L474","#af87ff"
615,"宽带波纹蛾","鳞翅目","L475","#afaf00"
616,"美纹弧夜蛾","鳞翅目","L476","#afaf5f"
617,"庐山鹿峡夜蛾","鳞翅目","L477","#afaf87"
618,"棕色歹夜蛾","鳞翅目","L478","#afafaf"
619,"平梢鹰夜蛾","鳞翅目","L479","#afafd7"
620,"珀光裳夜蛾","鳞翅目","L480","#afafff"
621,"青安钮夜蛾","鳞翅目","L481","#afd700"
622,"三线绮夜蛾","鳞翅目","L482","#afd75f"
623,"桑剑纹夜蛾","鳞翅目","L483","#afd787"
624,"苇实夜蛾","鳞翅目","L484","#afd7af"
625,"莴苣冬夜蛾","鳞翅目","L485","#afd7d7"
626,"显长角皮瘤蛾","鳞翅目","L486","#afd7ff"
627,"镶夜蛾","鳞翅目","L487","#afff00"
628,"小文夜蛾","鳞翅目","L488","#afff5f"
629,"旋目夜蛾","鳞翅目","L489","#afff87"
630,"雪平夜蛾","鳞翅目","L490","#afffaf"
631,"庸肖毛翅夜蛾","鳞翅目","L491","#afffd7"
632,"缘点黄毒蛾","鳞翅目","L492","#afffff"
633,"栉附夜蛾属","鳞翅目","L493","#d70000"
634,"华晓扁犀金龟","鞘翅目","Q85","#d7005f"
635,"中华星步甲","鞘翅目","Q86","#d70087"
636,"沟金针虫","鞘翅目","Q87","#d700af"
637,"隐丫纹夜蛾","鳞翅目","L494","#d700d7"
638,"丝光泥甲","鞘翅目","Q88","#d700ff"
639,"点斑雪灯蛾","鳞翅目","L495","#d75f00"
640,"网夜蛾","鳞翅目","L496","#d75f5f"
641,"绒粘夜蛾","鳞翅目","L497","#d75f87"
642,"白钩粘夜蛾","鳞翅目","L498","#d75faf"
643,"双流潢尺蛾","鳞翅目","L499","#d75fd7"
644,"白边地老虎","鳞翅目","L500","#d75fff"
645,"紫黑杂夜蛾","鳞翅目","L501","#d78700"
646,"豹灯蛾","鳞翅目","L502","#d7875f"
647,"鲁夜蛾","鳞翅目","L503","#d78787"
648,"茴香薄翅野螟","鳞翅目","L504","#d787af"
649,"苹大卷叶蛾","鳞翅目","L505","#d787d7"
650,"夏枯草展须野螟","鳞翅目","L506","#d787ff"
651,"碧金翅夜蛾","鳞翅目","L507","#d7af00"
652,"黄裳银纹夜蛾","鳞翅目","L508","#d7af5f"
653,"黄紫美冬夜蛾","鳞翅目","L509","#d7af87"
654,"褐网尺蛾","鳞翅目","L510","#d7afaf"
655,"麦焕夜蛾","鳞翅目","L511","#d7afd7"
656,"粉条巧夜蛾","鳞翅目","L512","#d7afff"
657,"双齿白边舟蛾","鳞翅目","L513","#d7d700"
658,"围连环夜蛾","鳞翅目","L514","#d7d75f"
659,"袜纹夜蛾","鳞翅目","L515","#d7d787"
660,"黄条冬夜蛾","鳞翅目","L516","#d7d7af"
661,"稻金斑夜蛾","鳞翅目","L517","#d7d7d7"
662,"东方美苔蛾","鳞翅目","L518","#d7d7ff"
663,"双点良苔蛾","鳞翅目","L519","#d7ff00"
664,"条纹艳苔蛾","鳞翅目","L520","#d7ff5f"
665,"剑纹夜蛾属","鳞翅目","L521","#d7ff87"
666,"小点白毒蛾","鳞翅目","L522","#d7ffaf"
667,"茶白毒蛾","鳞翅目","L523","#d7ffd7"
668,"联美苔蛾","鳞翅目","L524","#d7ffff"
669,"大黄齿尺蛾","鳞翅目","L525","#ff0000"
670,"绿翠尺蛾","鳞翅目","L526","#ff005f"
671,"长斑四圈青尺蛾","鳞翅目","L527","#ff00af"
672,"翠锈腰青尺蛾","鳞翅目","L528","#ff00d7"
673,"暗竹毒蛾","鳞翅目","L529","#ff00ff"
674,"双齿绿刺蛾","鳞翅目","L530","#ff5f00"
675,"苹果枯叶蛾","鳞翅目","L531","#ff5f5f"
676,"斑蝶","鳞翅目","L532","#ff5f87"
677,"亥夜蛾","鳞翅目","L533","#ff5faf"
678,"裳夜蛾","鳞翅目","L534","#ff5fd7"
679,"镯步甲","鞘翅目","Q89","#ff5fff"
680,"中国虎甲","鞘翅目","Q90","#ff8700"
681,"月斑虎甲","鞘翅目","Q91","#ff875f"
682,"凸星花金龟","鞘翅目","Q92","#d70000"
683,"日铜罗花金龟","鞘翅目","Q93","#ff87af"
684,"钳斑虎甲","鞘翅目","Q94","#5f00ff"
685,"苹毛丽金龟","鞘翅目","Q95","#ff87ff"
686,"亮斑扁角水虻","双翅目","S12","#ffaf00"
687,"褐斑背角花金龟","鞘翅目","Q96","#ffaf5f"
688,"毛黄鳃金龟","鞘翅目","Q97","#ffaf87"
689,"光肩星天牛","鞘翅目","Q98","#ffafaf"
690,"萤火虫","鞘翅目","Q99","#000000"
691,"中华广肩步甲","鞘翅目","Q100","#ff9300"
692,"德国小蠊","蜚蠊目","FL3","#ffd700"
694,"庐山铂蝽","半翅目","B64","#ffd75f"
695,"弯角蝽","半翅目","B65","#ffd787"
696,"菜蝽","半翅目","B66","#ffd7af"
697,"斑须蝽","半翅目","B67","#ffd7d7"
698,"赤条蝽","半翅目","B68","#ffd7ff"
699,"素猎蝽","半翅目","B69","#ffff00"
700,"斑衣蜡蝉","半翅目","B70","#ffff5f"
701,"姬蜂科","膜翅目","MO10","#ffff87"
702,"广腰蜂","膜翅目","MO11","#ffffaf"
703,"大棺头蟋","直翅目","Z11","#ffffd7"
704,"小棺头蟋","直翅目","Z12","#ffffff"
705,"斜斑鼓额蚜蝇","双翅目","S13","#000000"
706,"长翅素木蝗","直翅目","Z13","#00005f"
708,"缕裳夜蛾","鳞翅目","L535","#000087"
709,"竹金黄镰翅野螟","鳞翅目","L536","#0000af"
710,"竹淡黄野螟","鳞翅目","L537","#0000d7"
711,"竹绒野螟","鳞翅目","L538","#0000ff"
712,"蚜虫","半翅目","B71","#005f00"
713,"蓟马","缨翅目","Y2","#005f5f"
714,"白粉虱","半翅目","B72","#005f87"
715,"蚧壳虫","半翅目","B73","#005faf"
719,"苹掌舟蛾","鳞翅目","L539","#005fd7"
720,"桃小食心虫","鳞翅目","L540","#005fff"
723,"飞蛾","鳞翅目","L541","#008700"
727,"瘿蜂科","膜翅目","MO12","#00875f"
728,"种蝇","双翅目","S14","#008787"
729,"负泥虫","鞘翅目","Q101","#0087af"
730,"稻摇蚊","双翅目","S15","#0087d7"
731,"潜叶蝇","双翅目","S16","#0087ff"
732,"高粱条螟","鳞翅目","L542","#00af00"
733,"绒毛曲斑地甲","鞘翅目","Q102","#00af5f"
735,"隐金夜蛾","鳞翅目","L543","#00af87"
737,"钩蛾","鳞翅目","L544","#00afaf"
738,"苹卷叶蛾","鳞翅目","L545","#00afd7"
739,"阔胫鳃金龟","鞘翅目","Q103","#00afff"
741,"纹岐角螟","鳞翅目","L546","#00d700"
742,"甜菜叶螟","鳞翅目","L547","#00d75f"
743,"紫线尺蛾","鳞翅目","L548","#00d787"
744,"杨卷叶螟","鳞翅目","L549","#00d7af"
745,"烟实夜蛾","鳞翅目","L550","#00d7d7"
746,"尺蠖","鳞翅目","L551","#00d7ff"
747,"毛黄褐金龟","鞘翅目","Q104","#00ff00"
748,"粉斑螟蛾","鳞翅目","L552","#00ff5f"
749,"犀金龟科","鞘翅目","Q105","#00ff87"
750,"四斑叶野螟","鳞翅目","L553","#00ffaf"
751,"棉褐带卷蛾","鳞翅目","L554","#00ffd7"
752,"茶小绿叶蝉","半翅目","B74","#00ffff"
753,"茶尺蠖","鳞翅目","L555","#5f0000"
754,"豇豆荚螟","鳞翅目","L556","#5f005f"
755,"蚊子","双翅目","S17","#5f0087"
756,"假眼小绿叶蝉","半翅目","B75","#5f00af"
757,"黄苔蛾","鳞翅目","L557","#5f00d7"
758,"嘴壶夜蛾属","鳞翅目","L558","#5f00ff"
759,"隐翅甲","鞘翅目","Q106","#5f5f00"
761,"旋幽夜蛾","鳞翅目","L559","#5f5f5f"
762,"茶卷叶蛾","鳞翅目","L560","#5f5f87"
763,"天幕毛虫","鳞翅目","L561","#5f5fd7"
764,"稻蝽蟓","半翅目","B76","#5f5fff"
765,"炫夜蛾","鳞翅目","L562","#5f875f"
766,"棕色金龟子","鞘翅目","Q107","#5f8787"
767,"淡色库蚊（雌）","双翅目","S18","#5f87af"
768,"淡色库蚊（雄）","双翅目","S19","#5f87d7"
769,"白纹伊蚊（雌）","双翅目","S20","#5f87ff"
770,"白纹伊蚊（雄）","双翅目","S21","#5faf00"
772,"国槐尺蠖","鳞翅目","L563","#5faf5f"
773,"木橑尺蠖","鳞翅目","L564","#5faf87"
774,"菜粉蝶","鳞翅目","L565","#5fafaf"
775,"蛴螬","鞘翅目","Q108","#5fafd7"
776,"星天牛","鞘翅目","Q109","#5fafff"
777,"黄纹髓草螟","鳞翅目","L566","#5fd700"
778,"玲隐尺蛾","鳞翅目","L567","#5fd75f"
779,"杨梢叶甲","鞘翅目","Q110","#5fd787"
780,"柳剑纹夜蛾","鳞翅目","L568","#5fd7af"
783,"美洲斑浅蝇","双翅目","S22","#5fd7d7"
784,"大豆卷叶螟","鳞翅目","L569","#5fd7ff"
785,"叩头虫","鞘翅目","Q111","#5fff00"
786,"华山松大小蠹","鞘翅目","Q112","#5fff5f"
787,"中华松针蚧","半翅目","B77","#5fff87"
788,"六齿小蠹","鞘翅目","Q113","#5fffaf"
789,"金针虫","鞘翅目","Q114","#5fffd7"
790,"杨蓝叶甲","鞘翅目","Q115","#5fffff"
791,"杨潜叶叶蜂","膜翅目","MO13","#870000"
792,"苹果毒蛾","鳞翅目","L570","#87005f"
793,"叩头甲","鞘翅目","Q116","#870087"
794,"葡萄天蛾","鳞翅目","L571","#8700d7"
795,"白薯天蛾","鳞翅目","L572","#8700ff"
796,"蓝目天蛾","鳞翅目","L573","#875f00"
797,"条背天蛾","鳞翅目","L574","#875f5f"
798,"甘伪小眼夜蛾","鳞翅目","L575","#875f87"
799,"芳香木蠹蛾","鳞翅目","L576","#875faf"
800,"金龟甲","鞘翅目","Q117","#875fd7"
804,"绿宝石金龟子","鞘翅目","Q118","#875fff"
805,"椿象","鞘翅目","Q119","#878700"
806,"黄杨绢杨螟","鳞翅目","L577","#87875f"
808,"椴六点天蛾","鳞翅目","L578","#878787"
809,"鹰翅天蛾","鳞翅目","L579","#8787af"
810,"云杉梢斑螟","鳞翅目","L580","#8787d7"
811,"铜绿鳃金龟","鞘翅目","Q120","#8787ff"
812,"麦粘虫","鳞翅目","L581","#87af00"
813,"菜叶蜂","膜翅目","MO14","#87af5f"
814,"尘污灯蛾","鳞翅目","L582","#87af87"
816,"苦楝小卷蛾","鳞翅目","L583","#87afaf"
817,"锹甲","鞘翅目","Q121","#87afd7"
818,"瓦矛夜蛾","鳞翅目","L584","#87afff"
819,"中华真地鳖","蜚蠊目","FL4","#87d700"
820,"棕衣黄毒蛾","鳞翅目","L585","#87d75f"
821,"细腰蜂","膜翅目","MO15","#87d787"
822,"大灰食蚜蝇","双翅目","S23","#87d7af"
823,"黑带食蚜蝇","双翅目","S24","#87d7d7"
824,"拟毛黄鳃金龟","鞘翅目","Q122","#87d7ff"
825,"银锭夜蛾","鳞翅目","L586","#87ff00"
827,"牙甲科","鞘翅目","Q123","#87ff5f"
828,"粉缘钻夜蛾","鳞翅目","L587","#87ff87"
829,"黄褐丽金龟","鞘翅目","Q124","#87ffaf"
830,"麦螟","鳞翅目","L588","#87ffd7"
831,"曲纹虎甲","鞘翅目","Q125","#87ffff"
832,"黄边美苔蛾","鳞翅目","L589","#af0000"
833,"麻小食心虫","鳞翅目","L590","#af005f"
834,"柳天蛾","鳞翅目","L591","#af0087"
837,"忍冬尺蛾","鳞翅目","L592","#af00af"
838,"扶桑四点野螟","鳞翅目","L593","#af00ff"
839,"野蚕","鳞翅目","L594","#af5f00"
840,"黄枚隐尺蛾","鳞翅目","L595","#af5f5f"
841,"宽边青步甲","鞘翅目","Q126","#af5f87"
843,"星白灯蛾","鳞翅目","L596","#af5faf"
844,"桑瘿蚊","双翅目","S25","#af5fd7"
845,"野蚕蛾","鳞翅目","L597","#af5fff"
846,"松墨天牛","鞘翅目","Q127","#af8700"
847,"水龟虫","鞘翅目","Q128","#af875f"
848,"双线雪舟蛾","鳞翅目","L598","#af8787"
849,"烦夜蛾","鳞翅目","L599","#af87af"
850,"黄麻桥夜蛾","鳞翅目","L600","#af87d7"
851,"角扇舟蛾","鳞翅目","L601","#af87ff"
852,"稻瘿蚊","双翅目","S26","#afaf00"
853,"白脉粘虫","鳞翅目","L602","#afaf5f"
855,"短扇舟蛾","鳞翅目","L603","#afaf87"
856,"白点粘夜蛾","鳞翅目","L604","#afafaf"
857,"双斑长跗萤叶甲","鞘翅目","Q129","#afafd7"
858,"显纹地老虎","鳞翅目","L605","#afafff"
859,"旋岐夜蛾","鳞翅目","L606","#afd700"
860,"煤色滴苔蛾","鳞翅目","L607","#afd75f"
861,"白蜡卷须野螟","鳞翅目","L608","#afd787"
862,"霉巾夜蛾","鳞翅目","L609","#afd7d7"
863,"白黑华苔蛾","鳞翅目","L610","#33ffa5"
865,"柑橘红蜘蛛","蛛形纲","ZXG1","#afff5f"
866,"柑橘锈壁虱","半翅目","B78","#afff87"
867,"柑橘木虱","半翅目","B79","#afffaf"
868,"柑橘蚜虫","半翅目","B80","#afffd7"
869,"柑橘蓟马","缨翅目","Y3","#afffff"
870,"柑橘潜叶蛾","鳞翅目","L611","#d70000"
871,"柑橘白粉虱","半翅目","B81","#d7005f"
872,"柑橘蛾类幼虫","鳞翅目","L612","#d70087"
873,"柑橘介壳虫","半翅目","B82","#d700af"
875,"额喙丽金龟","鞘翅目","Q130","#d700d7"
876,"阔胫绢金龟","鞘翅目","Q131","#d700ff"
877,"棉盲蝽","半翅目","B83","#d75f00"
881,"水稻卷叶螟","鳞翅目","L613","#d75f5f"
884,"福婆鳃金龟","鞘翅目","Q132","#d75f87"
885,"眩灯蛾","鳞翅目","L614","#d75faf"
886,"一点谷螟","鳞翅目","L615","#d75fd7"
887,"马铃薯甲虫","鞘翅目","Q133","#d75fff"
888,"苜蓿籽蜂","膜翅目","MO16","#d78700"
889,"苜蓿叶象甲","鞘翅目","Q134","#d7875f"
890,"棉红铃虫","鳞翅目","L616","#d78787"
891,"米扁虫","鞘翅目","Q135","#d787af"
892,"南美斑潜蝇","双翅目","S27","#d787d7"
893,"美洲斑潜蝇","双翅目","S28","#d787ff"
894,"麦杆蝇","双翅目","S29","#d7af00"
895,"麦蛾","鳞翅目","L617","#d7af5f"
896,"麦扁盾蝽","半翅目","B84","#d7af87"
897,"马铃薯块茎蛾","鳞翅目","L618","#d7afaf"
898,"红圆皮蠹","鞘翅目","Q136","#d7afff"
899,"谷象","鞘翅目","Q137","#d7d700"
900,"刺槐叶瘿蚊","双翅目","S30","#d7d75f"
901,"意大利蜂","膜翅目","MO17","#d7d787"
903,"美洲大蠊","蜚蠊目","FL5","#d7d7af"
904,"红铃麦蛾","鳞翅目","L619","#d7d7d7"
905,"桃条麦蛾","鳞翅目","L620","#d7d7ff"
906,"豌豆象","鞘翅目","Q138","#d7ff00"
907,"小圆皮蠹","鞘翅目","Q139","#d7ff5f"
908,"赤足郭公虫","鞘翅目","Q140","#d7ff87"
909,"地中海粉螟","鳞翅目","L621","#d7ffaf"
910,"梨瘤蚜","半翅目","B85","#d7ffd7"
911,"棉红铃蛾","鳞翅目","L622","#d7ffff"
912,"蔗扁蛾","鳞翅目","L623","#ff0000"
913,"皂角豆象","鞘翅目","Q141","#ff005f"
914,"杨干象","鞘翅目","Q142","#ff0087"
915,"烟粉虱","半翅目","B86","#ff00af"
916,"烟草甲","鞘翅目","Q143","#ff00d7"
917,"葡萄根瘤蚜","半翅目","B87","#000000"
918,"泰加大树蜂","膜翅目","MO18","#00005f"
919,"苹果小吉丁虫","鞘翅目","Q144","#000087"
920,"谷蠹","鞘翅目","Q145","#0000af"
921,"玫瑰犁瘿蜂","膜翅目","MO19","#0000d7"
922,"十二齿小蠹","鞘翅目","Q146","#0000ff"
926,"苹果小蠹","鞘翅目","Q147","#005f00"
927,"柑橘卷夜蛾","鳞翅目","L624","#005f5f"
928,"油桐尺蠖","鳞翅目","L625","#005f87"
929,"柑橘凤蝶","鳞翅目","L626","#005faf"
930,"玉带凤蝶","鳞翅目","L627","#005fd7"
931,"壶嘴夜蛾","鳞翅目","L628","#005fff"
932,"壶夜蛾","鳞翅目","L629","#008700"
933,"柑橘枯叶蛾","鳞翅目","L630","#00875f"
934,"红脚丽金龟","鞘翅目","Q148","#008787"
935,"柑橘潜叶跳甲","鞘翅目","Q149","#0087af"
936,"恶性橘啮跳甲","鞘翅目","Q150","#0087d7"
937,"柑橘小实蝇","双翅目","S31","#0087ff"
938,"柑橘大实蝇","双翅目","S32","#00af00"
939,"茶黑毒蛾","鳞翅目","L631","#00af5f"
940,"污黄毒蛾","鳞翅目","L632","#00af87"
941,"茶刺蛾","鳞翅目","L633","#00afaf"
942,"蜡蝉科","半翅目","B88","#00afd7"
943,"柑橘卷叶蛾","鳞翅目","L634","#00afff"
944,"橘小实蝇","双翅目","S33","#00d700"
945,"黒尾叶蝉","半翅目","B89","#00d75f"
946,"白翅时蝉","半翅目","B90","#00d787"
947,"艳叶夜蛾","鳞翅目","L635","#00d7af"
948,"银辉夜蛾","鳞翅目","L636","#00d7d7"
950,"稻秆潜蝇","双翅目","S34","#00d7ff"
952,"小斑红蝽","半翅目","B91","#00ff00"
953,"二点螟","鳞翅目","L637","#00ff5f"
954,"条螟","鳞翅目","L638","#00ff87"
955,"苍蝇","双翅目","S35","#00ffaf"
956,"棉盲蝽","半翅目","B92","#00ffd7"
957,"黄杨缀叶野螟","鳞翅目","L639","#00ffff"
958,"红蜘蛛","蛛形纲","ZXG2","#5f0000"
960,"玉米粘虫","鳞翅目","L640","#5f005f"
963,"苹果蠧蛾","鳞翅目","L641","#5f0087"
964,"褐边绿刺蛾","鳞翅目","L642","#5f00af"
965,"东方绢金龟","鞘翅目","Q151","#5f00d7"
966,"索鳃金龟","鞘翅目","Q152","#5f00ff"
968,"海索鳃金龟","鞘翅目","Q153","#5f5f00"
971,"长脚蝽","半翅目","B93","#5f5f5f"
972,"苹梢鹰夜蛾","鳞翅目","L643","#5f5f87"
973,"大豆食心虫","鳞翅目","L644","#5f5faf"
974,"阔胫玛娟金龟","鞘翅目","Q154","#5f5fd7"
976,"茶毛虫","鳞翅目","L645","#5f5fff"
977,"茶蓟马","缨翅目","Y4","#5f8700"
978,"白背粘虫","鳞翅目","L646","#5f875f"
979,"杨毒蛾","鳞翅目","L647","#5f8787"
980,"松褐天牛","鞘翅目","Q155","#5f87af"
981,"白蚁","膜翅目","MO20","#5f87d7"
982,"青脊竹蝗","直翅目","Z14","#5f87ff"
984,"油茶毒蛾","鳞翅目","L648","#5faf00"
985,"茶籽象甲","鞘翅目","Q156","#5faf5f"
986,"萧氏松茎象","鞘翅目","Q157","#5faf87"
989,"中黑盲蝽","半翅目","B94","#5fafaf"
990,"粉斑夜蛾","鳞翅目","L649","#5fafd7"
991,"咖啡豹蠹蛾","鳞翅目","L650","#5fafff"
992,"绿尺蛾","鳞翅目","L651","#5fd700"
993,"白蜡绢野螟","鳞翅目","L652","#5fd75f"
994,"脉散纹夜蛾","鳞翅目","L653","#5fd787"
995,"丹日明夜蛾","鳞翅目","L654","#5fd7af"
996,"黄绿绒野螟","鳞翅目","L655","#5fd7d7"
997,"灰茶尺蠖","鳞翅目","L656","#5fd7ff"
998,"缟飞虱","半翅目","B95","#5fff00"
999,"爪哇放屁甲","鞘翅目","Q158","#5fff5f"
1001,"蟪蛄","半翅目","B96","#5fff87"
1002,"槐尺蠖","鳞翅目","L657","#5fffaf"
1003,"柿星尺蛾","鳞翅目","L658","#5fffd7"
1004,"稻筒水螟","鳞翅目","L659","#5fffff"
1005,"黄曲条跳甲","鞘翅目","Q159","#870000"
1006,"红火蚁","膜翅目","MO21","#87005f"
1007,"甘薯小象甲","鞘翅目","Q160","#870087"
1008,"瓜实蝇","双翅目","S36","#8700af"
1009,"南瓜实蝇","双翅目","S37","#8700d7"
1010,"爻纹细蛾","鳞翅目","L660","#8700ff"
1011,"番茄潜叶蛾","鳞翅目","L661","#875f00"
1012,"三角夜蛾","鳞翅目","L662","#875f5f"
1013,"斑点广翅蜡蝉","半翅目","B97","#875f87"
1014,"枇杷卷叶野螟","鳞翅目","L663","#875faf"
1018,"淡脉粘夜蛾","鳞翅目","L664","#875fd7"
1019,"金双带草螟","鳞翅目","L665","#875fff"
1020,"锈黄缨突野螟","鳞翅目","L666","#878700"
1021,"羽蛾","鳞翅目","L667","#87875f"
1022,"婪步甲属","鞘翅目","Q161","#878787"
1023,"砂潜","鞘翅目","Q162","#8787af"
1024,"稻弄蝶","鳞翅目","L668","#8787d7"
1026,"腰带燕尾舟蛾","鳞翅目","L669","#8787ff"
1027,"大理石绮夜蛾","鳞翅目","L670","#87af00"
1028,"弱夜蛾","鳞翅目","L671","#87af5f"
1029,"纵带球须刺蛾","鳞翅目","L672","#ff0000"
1030,"白麦粘虫","鳞翅目","L673","#87afaf"
1031,"赤须盲蝽","半翅目","B98","#87afd7"
1032,"凤蝶科","鳞翅目","L674","#000000"
1033,"吉丁科","鞘翅目","Q163","#000000"
1034,"蛛甲科","鞘翅目","Q164","#00005f"
1035,"沼梭甲科","鞘翅目","Q165","#000087"
1036,"溪泥甲科","鞘翅目","Q166","#0000af"
1037,"擎爪泥甲科","鞘翅目","Q167","#0000d7"
1038,"毛泥甲科","鞘翅目","Q168","#0000ff"
1039,"长泥甲科","鞘翅目","Q169","#005f00"
1040,"阎甲科","鞘翅目","Q170","#005f5f"
1041,"蚁形甲科","鞘翅目","Q171","#005f87"
1042,"拟天牛科","鞘翅目","Q172","#005faf"
1043,"拟步甲科","鞘翅目","Q173","#005fd7"
1044,"三栉牛科","鞘翅目","Q174","#005fff"
1045,"芫菁科","鞘翅目","Q175","#008700"
1046,"幽甲科","鞘翅目","Q176","#00875f"
1047,"暗天牛科","鞘翅目","Q177","#008787"
1048,"郭公虫科","鞘翅目","Q178","#0087af"
1049,"细花萤科","鞘翅目","Q179","#0087d7"
1050,"粪金龟科","鞘翅目","Q180","#0087ff"
1051,"锹甲科","鞘翅目","Q181","#00af00"
1052,"黑蜣科","鞘翅目","Q182","#00af5f"
1053,"皮金龟科","鞘翅目","Q183","#00af87"
1054,"六甲科","鞘翅目","Q184","#00afaf"
1055,"拟球甲科","鞘翅目","Q185","#00afd7"
1056,"邻坚甲科","鞘翅目","Q186","#00afff"
1057,"小花甲科","鞘翅目","Q187","#00d700"
1058,"大蕈甲科","鞘翅目","Q188","#00d75f"
1059,"露尾甲科","鞘翅目","Q189","#00d787"
1060,"隐颚扁甲科","鞘翅目","Q190","#00d7af"
1061,"锯谷盗科","鞘翅目","Q191","#00d7d7"
1062,"花萤科","鞘翅目","Q192","#00d7ff"
1063,"红萤科","鞘翅目","Q193","#00ff00"
1064,"球蕈甲科","鞘翅目","Q194","#00ff5f"
1065,"长角象科","鞘翅目","Q195","#00ff87"
1066,"卷象科","鞘翅目","Q196","#00ffaf"
1067,"三锥象科","鞘翅目","Q197","#00ffd7"
1068,"象甲科","鞘翅目","Q198","#00ffff"
1069,"牙甲科","鞘翅目","Q199","#5f0000"
1070,"硕蠊科","蜚蠊目","FL6","#5f005f"
1071,"姬蠊科","蜚蠊目","FL7","#5f0087"
1072,"蜚蠊科","蜚蠊目","FL8","#5f00af"
1073,"木蚁科","蜚蠊目","FL9","#5f00d7"
1074,"鼻白蚁科","蜚蠊目","FL10","#5f00ff"
1075,"木白蚁科","蜚蠊目","FL11","#5f5f00"
